request_id,citizen_id,office_id,channel,request_type,category,subcategory,created_at,closed_at,status,priority,satisfaction_rating,resolution_hours,cost_soles,department,province,district,latitude,longitude,contact_email,resolution_hours_calc
REQ-1372,CI-649,OF-003,web,reclamo,seguridad,patrullaje,2024-07-26 19:00:00,2024-07-29 19:00:00,en_proceso,baja,4.0,-5.0,117.87,Lima,Lima,San Isidro,-16.866899,-77.298711,user2512@mail.com,72.0
REQ-1250,CI-121,OF-005,app,solicitud,servicios,luz,2024-07-23 17:00:00,2024-07-29 19:00:00,abierto,baja,5.0,149.0,139.87,Arequipa,Arequipa,Cayma,-12.246352,-69.68782,user4285@mail.com,146.0
REQ-1355,CI-806,OF-004,presencial,queja,tributos,arbitrios,2024-07-23 16:00:00,2024-07-24 04:00:00,cerrado,alta,3.0,235.0,82.72,Arequipa,Arequipa,Cayma,-13.070561,-72.205722,user3539@mail.com,12.0
REQ-1323,CI-908,OF-005,email,reclamo,servicios,luz,2024-07-23 09:00:00,2024-07-26 06:00:00,en_proceso,media,4.0,189.0,260.28,Cusco,Cusco,Wanchaq,-16.733598,-71.225824,user4749@mail.com,69.0
REQ-1312,CI-233,OF-005,presencial,consulta,servicios,agua,2024-07-22 02:00:00,2024-07-30 01:00:00,cerrado,media,4.0,191.0,134.57,Lima,Lima,Miraflores,-11.620718,-73.411208,user9860@mail.com,191.0
REQ-1074,CI-866,OF-005,callcenter,consulta,servicios,limpieza,2024-07-20 20:00:00,2024-07-23 04:00:00,abierto,media,3.0,176.0,120.85,La Libertad,Trujillo,Victor Larco,-17.311099,-72.106432,user2914@mail.com,56.0
REQ-1014,CI-776,OF-001,presencial,reclamo,transporte,semaforos,2024-07-19 02:00:00,2024-07-20 19:00:00,abierto,media,5.0,121.0,101.94,Lima,Lima,San Isidro,-16.269697,-75.955535,user7439@mail.com,41.0
REQ-1208,CI-979,OF-002,app,consulta,salud,vacunas,2024-07-18 09:00:00,2024-07-27 16:00:00,cerrado,media,,82.0,244.22,Arequipa,Arequipa,Cayma,-17.500666,-75.380281,user6732@mail.com,223.0
REQ-1101,CI-636,OF-999,email,reclamo,tributos,desconocido,2024-07-17 12:00:00,2024-07-18 00:00:00,cerrado,alta,5.0,224.0,230.84,Lima,Lima,San Isidro,,,user841@mail.com,12.0
REQ-1039,CI-865,OF-005,callcenter,solicitud,servicios,limpieza,2024-07-16 15:00:00,2024-07-24 17:00:00,en_proceso,media,2.0,196.0,86.61,Arequipa,Arequipa,Cayma,-12.349995,-77.763167,user7320@mail.com,194.0
REQ-1379,CI-198,OF-002,email,reclamo,OTRA,citas,2024-07-16 00:00:00,2024-07-16 15:00:00,abierto,media,4.0,6.0,258.13,La Libertad,Trujillo,Victor Larco,-17.073787,-78.480821,user89@mail.com,15.0
REQ-1414,CI-291,OF-001,presencial,solicitud,transporte,rutas,2024-07-16 00:00:00,2024-07-17 01:00:00,anulado,alta,2.0,174.0,139.13,Cusco,,Wanchaq,-12.646871,-77.95505,user8952@mail.com,25.0
REQ-1440,,OF-001,email,queja,transporte,rutas,2024-07-15 19:00:00,2024-07-19 23:00:00,en_proceso,baja,2.0,73.0,310.21,Lima,Lima,Surco,,,user6655@mail.com,100.0
REQ-1109,CI-691,OF-004,presencial,consulta,tributos,arbitrios,2024-07-13 18:00:00,2024-07-17 16:00:00,abierto,baja,4.0,181.0,129.0,Arequipa,Arequipa,Cayma,-14.97373,-72.285525,user2328@mail.com,94.0
REQ-1000,CI-350,OF-002,presencial,queja,salud,abastecimiento,2024-07-12 02:00:00,2024-07-11 15:00:00,en_proceso,baja,2.0,60.0,176.87,Lima,Lima,Miraflores,-14.439658,-72.055823,user8929@mail.com,-11.0
REQ-1218,CI-839,OF-004,web,queja,tributos,multas,2024-07-08 19:00:00,2024-07-18 15:00:00,abierto,media,4.0,50.0,291.02,Lima,Lima,Surco,-12.942029,-74.673626,user384@mail.com,236.0
REQ-1436,CI-112,OF-003,callcenter,consulta,seguridad,patrullaje,2024-07-06 08:00:00,2024-07-06 13:00:00,anulado,baja,5.0,39.0,62.37,Arequipa,Arequipa,Cayma,-18.038305,-76.618945,user6269@mail.com,5.0
REQ-1417,CI-267,OF-005,app,reclamo,servicios,agua,2024-07-04 00:00:00,2024-07-07 17:00:00,en_proceso,media,2.0,32.0,44.21,Lima,Lima,Surco,-13.157187,-77.685807,user9500@mail.com,89.0
REQ-1390,CI-753,OF-001,presencial,consulta,transporte,baches,2024-07-03 03:00:00,2024-07-11 10:00:00,abierto,baja,,214.0,188.57,Lima,Lima,Surco,-11.866758,-75.470966,user187@mail.com,199.0
REQ-1236,CI-879,OF-005,app,solicitud,servicios,agua,2024-07-03 01:00:00,2024-07-06 11:00:00,cerrado,baja,4.0,30.0,154.66,Cusco,Cusco,Wanchaq,-16.877445,-73.61868,user3523@mail.com,82.0
REQ-1309,CI-847,OF-004,web,consulta,tributos,predial,2024-07-02 11:00:00,2024-07-08 16:00:00,en_proceso,critica,2.0,38.0,115.62,Lima,Lima,Miraflores,-16.22747,-71.549304,user5073@mail.com,149.0
REQ-1229,CI-644,OF-004,presencial,reclamo,tributos,predial,2024-07-01 03:00:00,2024-07-02 12:00:00,cerrado,media,4.0,229.0,96.14,Cusco,Cusco,Wanchaq,-13.583754,-76.303094,user8578@mail.com,33.0
REQ-1111,CI-822,OF-004,app,consulta,tributos,,2024-06-27 13:00:00,2024-06-27 17:00:00,en_proceso,alta,4.0,174.0,110.49,Arequipa,Arequipa,Cayma,-13.624729,-78.130841,user8705@mail.com,4.0
REQ-1361,CI-797,OF-001,web,queja,transporte,baches,2024-06-27 11:00:00,2024-07-07 07:00:00,abierto,alta,1.0,95.0,255.46,Cusco,Cusco,Wanchaq,-17.581067,-70.107212,user4602@mail.com,236.0
REQ-1184,CI-253,OF-002,app,reclamo,salud,abastecimiento,2024-06-24 22:00:00,2024-06-28 03:00:00,en_proceso,media,4.0,201.0,99999.99,Lima,Lima,Miraflores,-16.278647,-77.097014,user527@mail.com,77.0
REQ-1302,CI-690,OF-005,app,consulta,servicios,luz,2024-06-18 02:00:00,2024-06-19 17:00:00,abierto,alta,,160.0,275.91,Lima,Lima,Surco,-15.657717,-78.136552,user7122@mail.com,39.0
REQ-1048,CI-110,OF-001,callcenter,reclamo,transporte,rutas,2024-06-15 17:00:00,2024-06-21 22:00:00,cerrado,baja,3.0,101.0,162.07,La Libertad,Trujillo,Victor Larco,-14.256447,-73.995808,user5652@mail.com,149.0
REQ-1174,CI-534,OF-005,presencial,solicitud,servicios,luz,2024-06-11 21:00:00,2024-06-19 03:00:00,cerrado,media,4.0,4.0,215.7,La Libertad,Trujillo,Victor Larco,-18.151155,-74.67519,user8755@mail.com,174.0
REQ-1314,,OF-004,presencial,reclamo,tributos,predial,2024-06-11 05:00:00,2024-06-17 01:00:00,cerrado,baja,1.0,140.0,80.12,Cusco,Cusco,Wanchaq,-11.769559,-78.293732,user9644@mail.com,140.0
REQ-1311,CI-589,OF-002,web,queja,salud,abastecimiento,2024-06-10 13:00:00,2024-06-16 23:00:00,en_proceso,alta,1.0,15.0,40.87,Cusco,Cusco,Wanchaq,-14.823874,-77.824489,user3168@mail.com,154.0
REQ-1007,CI-985,OF-001,callcenter,consulta,transporte,rutas,2024-06-05 12:00:00,2024-06-12 18:00:00,anulado,media,1.0,30.0,306.96,Lima,Lima,Surco,-17.003596,-69.837191,,174.0
REQ-1418,CI-380,OF-004,callcenter,reclamo,tributos,multas,2024-06-04 20:00:00,2024-06-14 15:00:00,en_proceso,baja,,180.0,8.89,Arequipa,Arequipa,Cayma,-15.347653,-74.46288,user3745@mail.com,235.0
REQ-1407,CI-259,OF-003,email,queja,seguridad,ruidos,2024-06-03 08:00:00,2024-06-04 10:00:00,en_proceso,baja,4.0,211.0,183.36,Lima,Lima,Surco,-12.027528,-72.841823,user1263@mail.com,26.0
REQ-1519,CI-308,OF-001,presencial,consulta,transporte,semaforos,2024-06-01 21:00:00,2024-06-03 22:00:00,abierto,baja,3.0,51.0,93.64,Cusco,Cusco,Wanchaq,-13.024612,-73.689394,user1287@mail.com,49.0
REQ-1135,CI-921,OF-005,web,queja,servicios,luz,2024-05-31 19:00:00,2024-06-04 21:00:00,en_proceso,baja,3.0,34.0,338.82,Arequipa,Arequipa,Cayma,-17.924463,-76.88565,user2784@mail.com,98.0
REQ-1333,CI-910,OF-002,email,solicitud,salud,abastecimiento,2024-05-31 04:00:00,2024-06-05 03:00:00,cerrado,baja,4.0,171.0,222.39,Lima,Lima,Surco,-17.910998,-75.308229,user1932@mail.com,119.0
REQ-1225,CI-455,OF-003,presencial,consulta,seguridad,ruidos,2024-05-30 17:00:00,2024-06-08 14:00:00,cerrado,baja,5.0,198.0,73.75,Lima,Lima,San Isidro,-15.066489,-78.216968,user1890@mail.com,213.0
REQ-1283,CI-957,OF-004,callcenter,solicitud,tributos,predial,2024-05-30 15:00:00,,cerrado,baja,5.0,,294.68,Lima,Lima,Miraflores,-14.150548,-74.788283,user6160@mail.com,
REQ-1017,CI-779,OF-002,app,queja,salud,citas,2024-05-29 18:00:00,2024-06-02 07:00:00,cerrado,alta,4.0,26.0,184.08,Cusco,Cusco,Wanchaq,-18.097171,-77.202601,user2530@mail.com,85.0
REQ-1320,,OF-003,callcenter,consulta,seguridad,patrullaje,2024-05-29 04:00:00,2024-06-01 10:00:00,anulado,alta,1.0,208.0,242.61,Lima,Lima,Surco,-18.029849,-70.106829,user103@mail.com,78.0
REQ-1012,CI-683,OF-005,app,consulta,servicios,agua,2024-05-21 10:00:00,2024-05-23 09:00:00,en_proceso,baja,3.0,88.0,97.88,Arequipa,Arequipa,Cayma,-13.502069,-76.013583,user167@mail.com,47.0
REQ-1254,CI-545,OF-004,web,solicitud,tributos,predial,2024-05-18 03:00:00,2024-05-21 14:00:00,en_proceso,media,3.0,128.0,347.3,Lima,Lima,Surco,-13.035354,-72.209885,user8644@mail.com,83.0
REQ-1393,CI-785,OF-005,otro,queja,servicios,agua,2024-05-17 06:00:00,2024-05-17 09:00:00,en_proceso,media,2.0,109.0,47.01,Arequipa,Arequipa,Cayma,-12.355171,-76.130326,user4247@mail.com,3.0
REQ-1495,CI-146,OF-004,app,reclamo,tributos,desconocido,2024-05-16 04:00:00,2024-05-25 05:00:00,anulado,baja,3.0,171.0,220.11,La Libertad,Trujillo,Victor Larco,-18.167926,-73.439947,user469@mail.com,217.0
REQ-1175,CI-758,OF-005,web,solicitud,servicios,limpieza,2024-05-14 01:00:00,2024-05-17 21:00:00,abierto,media,3.0,91.0,37.51,Lima,Lima,Surco,-12.235685,-76.824581,user5809@mail.com,92.0
REQ-1289,CI-107,OF-002,otro,solicitud,salud,citas,2024-05-13 10:00:00,2024-05-15 00:00:00,abierto,baja,5.0,155.0,173.38,Lima,Lima,Surco,-12.121044,-72.01294,user6847@mail.com,38.0
REQ-1010,CI-325,OF-004,presencial,consulta,tributos,arbitrios,2024-05-12 00:00:00,2024-05-16 04:00:00,en_proceso,media,4.0,186.0,57.77,Cusco,Cusco,Wanchaq,-12.039071,-69.673502,user8752@mail.com,100.0
REQ-1380,CI-613,OF-005,otro,reclamo,servicios,agua,2024-05-10 13:00:00,2024-05-20 04:00:00,cerrado,media,1.0,227.0,220.89,Arequipa,Arequipa,Cayma,-12.082559,-71.749617,user6595@mail.com,231.0
REQ-1080,CI-263,OF-002,email,reclamo,salud,abastecimiento,2024-05-10 11:00:00,2024-05-10 22:00:00,abierto,media,1.0,68.0,129.3,Lima,Lima,Miraflores,-13.720476,-73.839033,user5919@mail.com,11.0
REQ-1097,CI-308,OF-005,email,consulta,servicios,limpieza,2024-05-09 19:00:00,2024-05-17 14:00:00,anulado,media,1.0,97.0,204.05,La Libertad,Trujillo,Victor Larco,,,user985@mail.com,187.0
REQ-1276,CI-109,OF-003,presencial,consulta,seguridad,patrullaje,2024-05-06 06:00:00,2024-05-08 07:00:00,cerrado,media,2.0,26.0,60.35,Arequipa,Arequipa,Cayma,-13.956243,-73.627375,user1162@mail.com,49.0
REQ-1119,CI-442,OF-002,email,queja,salud,abastecimiento,2024-05-04 23:00:00,2024-05-13 00:00:00,en_proceso,critica,2.0,193.0,260.76,Lima,Lima,San Isidro,-16.052892,-70.418603,user8251@mail.com,193.0
REQ-1082,CI-616,OF-004,presencial,queja,tributos,predial,2024-05-02 19:00:00,2024-05-09 05:00:00,abierto,alta,5.0,193.0,41.13,Cusco,,Wanchaq,-13.78207,-70.382137,user8836@mail.com,154.0
REQ-1252,,OF-004,app,solicitud,tributos,multas,2024-04-30 04:00:00,2024-05-09 05:00:00,en_proceso,baja,3.0,46.0,247.54,Lima,Lima,Surco,-14.852132,-76.838903,user6577@mail.com,217.0
REQ-1370,CI-297,OF-003,app,consulta,seguridad,iluminacion,2024-04-28 18:00:00,2024-04-30 04:00:00,cerrado,baja,2.0,3.0,15.02,Lima,Lima,Surco,-14.403211,-70.865691,user6251@mail.com,34.0
REQ-1502,CI-470,OF-003,callcenter,solicitud,seguridad,ruidos,2024-04-28 04:00:00,2024-05-04 18:00:00,en_proceso,baja,1.0,154.0,65.12,Cusco,Cusco,Wanchaq,-14.859941,-76.373054,user7310@mail.com,158.0
REQ-1126,CI-333,OF-004,web,consulta,tributos,predial,2024-04-22 03:00:00,2024-04-27 17:00:00,abierto,alta,3.0,143.0,252.75,Lima,Lima,Miraflores,-16.001627,-77.458497,user4647@mail.com,134.0
REQ-1240,CI-765,OF-002,web,solicitud,salud,vacunas,2024-04-21 14:00:00,2024-05-01 02:00:00,,media,3.0,19.0,63.59,Arequipa,Arequipa,Cayma,-15.923275,-73.750574,user7085@mail.com,228.0
REQ-1475,CI-234,OF-001,callcenter,queja,transporte,baches,2024-04-20 17:00:00,2024-04-30 15:00:00,cerrado,alta,3.0,176.0,84.26,Lima,Lima,San Isidro,-12.171024,-75.057952,user3440@mail.com,238.0
REQ-1159,CI-356,OF-001,presencial,consulta,transporte,desconocido,2024-04-20 15:00:00,2024-04-25 14:00:00,abierto,media,2.0,183.0,332.51,Lima,Lima,San Isidro,,,,119.0
REQ-1350,CI-204,OF-002,web,queja,salud,citas,2024-04-18 16:00:00,2024-04-22 20:00:00,abierto,critica,1.0,37.0,114.99,Lima,Lima,Surco,-13.482131,-74.493333,user6375@mail.com,100.0
REQ-1288,CI-967,OF-003,callcenter,reclamo,seguridad,patrullaje,2024-04-17 04:00:00,2024-04-24 17:00:00,abierto,baja,5.0,225.0,41.2,Lima,Lima,Miraflores,-11.511888,-77.365012,user1204@mail.com,181.0
REQ-1196,CI-488,OF-003,presencial,reclamo,seguridad,ruidos,2024-04-16 03:00:00,2024-04-17 12:00:00,en_proceso,baja,5.0,228.0,297.55,Cusco,Cusco,Wanchaq,-13.932746,-72.485883,user8549@mail.com,33.0
REQ-1085,CI-486,OF-005,app,reclamo,servicios,luz,2024-04-14 21:00:00,2024-04-19 19:00:00,cerrado,alta,4.0,30.0,90.24,Cusco,Cusco,Wanchaq,,,user3768@mail.com,118.0
REQ-1100,CI-649,OF-005,web,queja,servicios,luz,2024-04-12 01:00:00,2024-04-21 10:00:00,anulado,media,4.0,189.0,13.74,Cusco,Cusco,Wanchaq,-14.741951,-72.824163,user808@mail.com,225.0
REQ-1155,CI-142,OF-004,email,consulta,tributos,arbitrios,2024-04-06 14:00:00,2024-04-11 05:00:00,en_proceso,alta,3.0,70.0,133.83,Lima,Lima,San Isidro,,,user1244@mail.com,111.0
REQ-1511,CI-236,OF-005,callcenter,consulta,servicios,agua,2024-04-05 08:00:00,2024-04-07 13:00:00,,alta,5.0,221.0,121.59,Arequipa,Arequipa,Cayma,-13.954869,-70.076479,user6115@mail.com,53.0
REQ-1313,CI-453,OF-004,web,reclamo,tributos,predial,2024-04-03 02:00:00,2024-04-12 15:00:00,cerrado,baja,3.0,152.0,17.21,Lima,Lima,San Isidro,-12.407462,-75.592796,user2308@mail.com,229.0
REQ-1452,CI-655,OF-004,web,consulta,tributos,arbitrios,2024-04-02 18:00:00,2024-04-06 05:00:00,cerrado,baja,4.0,800.0,173.74,Lima,Lima,Surco,-16.843082,-73.776518,user8924@mail.com,83.0
REQ-1178,CI-142,OF-005,presencial,reclamo,servicios,limpieza,2024-04-01 03:00:00,2024-04-01 23:00:00,cerrado,media,3.0,186.0,165.97,Lima,Lima,San Isidro,-14.625164,-77.116949,user2095@mail.com,20.0
REQ-1451,CI-592,OF-003,email,reclamo,seguridad,patrullaje,2024-03-30 06:00:00,2024-04-06 18:00:00,abierto,media,5.0,55.0,230.02,La Libertad,Trujillo,Victor Larco,-12.07112,-77.721934,user1512@mail.com,180.0
REQ-1019,CI-838,OF-002,web,queja,salud,vacunas,2024-03-27 01:00:00,2024-04-02 06:00:00,en_proceso,baja,3.0,84.0,261.62,Lima,Lima,San Isidro,-16.854675,-71.421385,user5995@mail.com,149.0
REQ-1441,CI-423,OF-004,web,consulta,tributos,multas,2024-03-26 18:00:00,2024-03-27 10:00:00,en_proceso,baja,3.0,20.0,73.22,Arequipa,Arequipa,Cayma,-16.013138,-74.518961,user4348@mail.com,16.0
REQ-1241,CI-338,OF-002,callcenter,queja,salud,,2024-03-26 03:00:00,2024-04-04 01:00:00,cerrado,baja,2.0,98.0,17.23,Cusco,Cusco,Wanchaq,-15.525506,-76.64931,user6235@mail.com,214.0
REQ-1514,CI-837,OF-001,web,queja,transporte,semaforos,2024-03-25 17:00:00,2024-03-31 21:00:00,en_proceso,baja,5.0,167.0,72.94,Lima,Lima,Surco,-13.893907,-73.966564,user6044@mail.com,148.0
REQ-1296,CI-292,OF-002,app,solicitud,salud,vacunas,2024-03-23 01:00:00,2024-03-25 18:00:00,abierto,media,1.0,201.0,311.13,Lima,Lima,Miraflores,-13.186227,-73.781462,user3340@mail.com,65.0
REQ-1002,CI-649,OF-003,callcenter,queja,seguridad,iluminacion,2024-03-21 05:00:00,2024-03-26 02:00:00,abierto,media,3.0,129.0,266.69,Arequipa,Arequipa,Cayma,-12.085393,-70.665333,user4890@mail.com,117.0
REQ-1505,CI-197,OF-005,email,queja,servicios,agua,2024-03-19 02:00:00,2024-03-24 09:00:00,abierto,alta,3.0,105.0,301.55,Lima,Lima,Miraflores,-11.545872,-76.698954,user1543@mail.com,127.0
REQ-1248,CI-687,OF-005,web,solicitud,servicios,limpieza,2024-03-18 21:00:00,2024-03-28 14:00:00,abierto,media,1.0,162.0,331.08,Lima,Lima,Miraflores,-16.241745,-74.790705,user465@mail.com,233.0
REQ-1247,CI-985,OF-003,presencial,solicitud,seguridad,ruidos,2024-03-18 13:00:00,,cerrado,alta,3.0,,253.42,Lima,Lima,Surco,-12.1383,-72.737611,user5388@mail.com,
REQ-1182,CI-186,OF-001,email,reclamo,OTRA,semaforos,2024-03-14 16:00:00,2024-03-18 06:00:00,en_proceso,media,2.0,229.0,233.55,Lima,Lima,Surco,-14.01412,-75.91695,user1703@mail.com,86.0
REQ-1515,CI-408,OF-003,callcenter,solicitud,seguridad,iluminacion,2024-03-14 05:00:00,2024-03-21 10:00:00,en_proceso,baja,2.0,101.0,155.57,Lima,Lima,Surco,-13.532643,-73.915038,user9082@mail.com,173.0
REQ-1150,CI-645,OF-005,callcenter,solicitud,servicios,desconocido,2024-03-13 20:00:00,2024-03-21 01:00:00,cerrado,baja,3.0,111.0,295.52,Cusco,Cusco,Wanchaq,-16.363962,-72.378439,user7645@mail.com,173.0
REQ-1285,CI-528,OF-005,presencial,solicitud,servicios,agua,2024-03-13 17:00:00,2024-03-19 19:00:00,en_proceso,alta,1.0,17.0,57.19,Lima,Lima,Miraflores,-16.421098,-74.156019,user1083@mail.com,146.0
REQ-1394,CI-564,OF-003,presencial,queja,seguridad,ruidos,2024-03-11 17:00:00,2024-03-17 17:00:00,anulado,alta,4.0,215.0,291.24,Lima,Lima,Surco,-13.00308,-71.609001,user576@mail.com,144.0
REQ-1293,CI-955,OF-003,presencial,consulta,seguridad,ruidos,2024-03-11 09:00:00,2024-03-11 19:00:00,cerrado,baja,3.0,171.0,337.43,Lima,Lima,San Isidro,-13.537425,-71.15876,user2508@mail.com,10.0
REQ-1300,CI-261,OF-005,email,reclamo,servicios,luz,2024-03-11 05:00:00,2024-03-17 18:00:00,cerrado,media,3.0,67.0,212.2,La Libertad,Trujillo,Victor Larco,-12.851376,-70.979387,user3216@mail.com,157.0
REQ-1246,CI-264,OF-002,app,reclamo,salud,abastecimiento,2024-03-05 12:00:00,2024-03-11 20:00:00,abierto,alta,1.0,58.0,337.18,Lima,Lima,Surco,-17.25905,-74.887035,user9600@mail.com,152.0
REQ-1056,CI-771,OF-004,presencial,consulta,OTRA,,2024-03-02 23:00:00,2024-03-06 09:00:00,en_proceso,baja,3.0,31.0,,Lima,Lima,Miraflores,-16.998393,-71.260958,user753@mail.com,82.0
REQ-1064,CI-632,OF-004,web,solicitud,tributos,predial,2024-02-29 04:00:00,2024-03-01 18:00:00,en_proceso,media,1.0,237.0,36.97,Lima,Lima,Miraflores,-12.935504,-70.692723,user5634@mail.com,38.0
REQ-1046,CI-903,OF-003,app,queja,seguridad,iluminacion,2024-02-28 12:00:00,2024-03-07 20:00:00,abierto,alta,2.0,147.0,182.39,La Libertad,Trujillo,Victor Larco,-15.649095,-77.250439,user4934@mail.com,200.0
REQ-1258,CI-924,OF-003,presencial,queja,seguridad,iluminacion,2024-02-25 22:00:00,2024-03-06 08:00:00,en_proceso,baja,4.0,33.0,294.05,Lima,Lima,Surco,-16.805724,-74.847869,user6845@mail.com,226.0
REQ-1513,CI-384,OF-003,web,consulta,seguridad,iluminacion,2024-02-23 22:00:00,2024-03-01 02:00:00,cerrado,baja,3.0,80.0,15.95,La Libertad,Trujillo,Victor Larco,-13.179087,-76.121358,user2916@mail.com,148.0
REQ-1020,CI-763,OF-001,app,consulta,transporte,rutas,2024-02-23 03:00:00,2024-02-24 15:00:00,abierto,baja,4.0,30.0,34.02,Arequipa,Arequipa,Cayma,-17.291051,-74.417206,user8851@mail.com,36.0
REQ-1004,CI-653,OF-001,web,reclamo,transporte,semaforos,2024-02-21 15:00:00,2024-02-26 19:00:00,abierto,media,1.0,43.0,132.64,Cusco,Cusco,Wanchaq,-16.42314,-71.443365,user7455@mail.com,124.0
REQ-1427,CI-950,OF-003,email,consulta,seguridad,patrullaje,2024-02-19 18:00:00,2024-02-18 23:00:00,abierto,baja,5.0,138.0,240.44,La Libertad,Trujillo,Victor Larco,-16.629403,-70.541511,user3890@mail.com,-19.0
REQ-1143,CI-452,OF-001,callcenter,reclamo,transporte,rutas,2024-02-18 14:00:00,2024-02-25 11:00:00,abierto,media,5.0,167.0,154.75,Lima,Lima,Surco,,,user6628@mail.com,165.0
REQ-1431,CI-230,OF-002,app,queja,salud,vacunas,2024-02-17 14:00:00,2024-02-24 01:00:00,cerrado,critica,4.0,73.0,204.86,Lima,Lima,San Isidro,,,user7940@mail.com,155.0
REQ-1213,CI-642,OF-004,app,consulta,tributos,predial,2024-02-16 22:00:00,2024-02-22 21:00:00,abierto,baja,3.0,230.0,288.65,Lima,Lima,Surco,-14.237097,-72.950334,user742@mail.com,143.0
REQ-1444,CI-177,OF-004,email,queja,tributos,arbitrios,2024-02-16 09:00:00,2024-02-24 04:00:00,en_proceso,alta,4.0,1.0,72.57,Lima,Lima,Surco,-17.849188,-75.093931,user567@mail.com,187.0
REQ-1127,CI-830,OF-005,email,consulta,servicios,limpieza,2024-02-14 11:00:00,2024-02-19 13:00:00,cerrado,critica,4.0,131.0,97.61,Cusco,Cusco,Wanchaq,-17.476154,-76.243791,user8148@mail.com,122.0
REQ-1341,CI-112,OF-001,web,queja,transporte,rutas,2024-02-10 14:00:00,2024-02-15 16:00:00,en_proceso,media,1.0,216.0,148.74,Lima,Lima,San Isidro,-16.331677,-76.21046,user5890@mail.com,122.0
REQ-1255,,OF-001,presencial,consulta,transporte,desconocido,2024-02-04 07:00:00,2024-02-08 07:00:00,cerrado,media,2.0,37.0,209.56,Arequipa,Arequipa,Cayma,-13.72083,-70.562497,user6928@mail.com,96.0
REQ-1304,CI-994,OF-001,app,consulta,transporte,rutas,2024-02-04 05:00:00,2024-02-08 00:00:00,cerrado,baja,3.0,222.0,305.71,Lima,Lima,San Isidro,-15.498029,-76.438288,user6047@mail.com,91.0
REQ-1091,CI-571,OF-001,email,reclamo,OTRA,baches,2024-02-03 21:00:00,2024-02-07 05:00:00,cerrado,baja,1.0,191.0,328.1,Arequipa,Arequipa,Cayma,-17.381652,-74.168934,user4896@mail.com,80.0
REQ-1481,CI-837,OF-005,callcenter,consulta,servicios,desconocido,2024-02-02 08:00:00,2024-02-10 14:00:00,anulado,media,2.0,193.0,74.38,Cusco,Cusco,Wanchaq,-13.672843,-75.070769,user8348@mail.com,198.0
REQ-1409,CI-853,OF-001,app,consulta,transporte,semaforos,2024-02-02 02:00:00,2024-02-02 04:00:00,en_proceso,baja,2.0,94.0,16.25,La Libertad,Trujillo,Victor Larco,-14.698032,-76.177751,,2.0
REQ-1167,CI-208,OF-004,web,reclamo,tributos,arbitrios,2024-01-28 08:00:00,2024-01-30 17:00:00,cerrado,media,,171.0,47.51,Arequipa,Arequipa,Cayma,-13.955227,-74.072371,user5453@mail.com,57.0
REQ-1170,CI-863,OF-004,web,solicitud,tributos,multas,2024-01-27 08:00:00,2024-02-03 02:00:00,cerrado,baja,1.0,30.0,28.92,Cusco,Cusco,Wanchaq,-13.902558,-70.323694,,162.0
REQ-1326,CI-137,OF-003,email,reclamo,seguridad,desconocido,2024-01-25 10:00:00,2024-01-27 16:00:00,en_proceso,media,4.0,167.0,306.91,Lima,Lima,Surco,,,user4622@mail.com,54.0
REQ-1470,CI-979,OF-003,web,reclamo,seguridad,patrullaje,2024-01-23 16:00:00,2024-01-30 14:00:00,anulado,media,,67.0,14.18,La Libertad,Trujillo,Victor Larco,,,,166.0
REQ-1462,CI-757,OF-002,callcenter,reclamo,salud,abastecimiento,2024-01-23 03:00:00,2024-01-31 15:00:00,abierto,baja,5.0,66.0,117.44,Cusco,Cusco,Wanchaq,-13.648858,-75.500691,user3549@mail.com,204.0
REQ-1129,CI-120,OF-004,email,queja,tributos,arbitrios,2024-01-22 18:00:00,2024-01-26 22:00:00,en_proceso,baja,4.0,26.0,241.8,Lima,Lima,San Isidro,-15.949018,-73.975083,user5564@mail.com,100.0
REQ-1473,CI-256,OF-005,email,solicitud,servicios,agua,2024-01-22 02:00:00,2024-01-29 21:00:00,abierto,baja,,62.0,81.73,Lima,Lima,Surco,,,,187.0
REQ-1336,CI-434,OF-005,presencial,solicitud,servicios,limpieza,2024-01-21 08:00:00,2024-01-27 04:00:00,en_proceso,media,5.0,207.0,320.3,La Libertad,Trujillo,Victor Larco,-11.665786,-74.937552,user9004@mail.com,140.0
REQ-1044,CI-358,OF-003,callcenter,solicitud,seguridad,patrullaje,2024-01-18 12:00:00,2024-01-23 10:00:00,en_proceso,critica,2.0,118.0,239.41,Lima,Lima,Miraflores,-13.819971,-70.776028,user520@mail.com,118.0
REQ-1420,CI-471,OF-003,presencial,consulta,seguridad,ruidos,2024-01-18 02:00:00,2024-01-26 12:00:00,en_proceso,baja,2.0,45.0,64.25,,Lima,Surco,-18.142227,-77.543394,user3005@mail.com,202.0
REQ-1337,CI-202,OF-005,email,consulta,servicios,luz,2024-01-17 19:00:00,2024-01-18 10:00:00,en_proceso,baja,1.0,153.0,229.62,Arequipa,Arequipa,Cayma,-16.182411,-77.277019,user8690@mail.com,15.0
REQ-1220,CI-792,OF-999,email,consulta,seguridad,ruidos,2024-01-16 18:00:00,2024-01-23 17:00:00,abierto,baja,,206.0,214.9,La Libertad,Trujillo,Victor Larco,-15.712603,-73.05934,user7736@mail.com,167.0
