request_id,citizen_id,office_id,channel,request_type,category,subcategory,created_at,closed_at,status,priority,satisfaction_rating,resolution_hours,cost_soles,department,province,district,latitude,longitude,contact_email,contact_phone
REQ-1121,CI-408,OF-001,web,solicitud,transporte,baches,2023-05-29T14:00:00,2023-06-08T12:00:00,en_proceso,baja,5,130,115.95,La Libertad,Trujillo,Victor Larco,-16.219769,-70.436203,user9400@mail.com,999508156
REQ-1122,CI-478,,callcenter,queja,tributos,arbitrios,2023-12-20T11:00:00,2023-12-23T18:00:00,anulado,alta,1,56,254.75,Cusco,Cusco,Wanchaq,-13.231765,-74.759512,user7250@mail.com,948739802
REQ-1123,CI-407,OF-004,web,consulta,tributos,desconocido,2023-07-03T15:00:00,2023-07-13T08:00:00,cerrado,baja,1,196,97.03,Lima,Lima,Miraflores,-14.187428,-75.244164,user7873@mail.com,985910136
REQ-1124,CI-647,OF-005,callcenter,reclamo,servicios,agua,2023-05-21T16:00:00,2023-05-24T17:00:00,en_proceso,media,3,236,318.78,Lima,Lima,Miraflores,-16.740229,-73.969554,user3088@mail.com,984981433
REQ-1125,CI-143,,web,queja,salud,abastecimiento,2024-06-09T18:00:00,2024-06-09T08:00:00,en_proceso,alta,1,17,105.58,Lima,Lima,Miraflores,-13.144513,-71.458663,user9860@mail.com,937568480
REQ-1126,CI-333,OF-004,web,consulta,tributos,predial,2024-04-22T03:00:00,2024-04-27T17:00:00,abierto,alta,3,143,252.75,Lima,Lima,Miraflores,-16.001627,-77.458497,user4647@mail.com,971330222
REQ-1127,CI-830,OF-005,email,consulta,servicios,limpieza,2024-02-14T11:00:00,2024-02-19T13:00:00,cerrado,critica,4,131,97.61,Cusco,Cusco,Wanchaq,-17.476154,-76.243791,user8148@mail.com,940980376
REQ-1128,CI-410,OF-002,app,solicitud,salud,citas,2023-11-16T22:00:00,2023-11-21T02:00:00,en_proceso,baja,4,169,193.82,Arequipa,Arequipa,Cayma,-14.366191,-74.216801,user2561@mail.com,978006116
REQ-1129,CI-120,OF-004,email,queja,tributos,arbitrios,2024-01-22T18:00:00,2024-01-26T22:00:00,en_proceso,baja,4,26,241.8,Lima,Lima,San Isidro,-15.949018,-73.975083,user5564@mail.com,932364326
REQ-1130,CI-119,OF-005,presencial,solicitud,servicios,agua,2024-11-07T23:00:00,2024-11-12T23:00:00,en_proceso,media,5,219,269.19,Cusco,Cusco,Wanchaq,-11.937939,-71.960464,user982@mail.com,980097837
REQ-1131,CI-901,OF-001,web,queja,transporte,baches,2024-09-08T09:00:00,2024-09-17T15:00:00,abierto,critica,3,172,230.1,Lima,Lima,Miraflores,-15.540803,-70.941706,user2303@mail.com,941680907
REQ-1132,CI-832,OF-003,callcenter,queja,seguridad,ruidos,2024-09-12T01:00:00,2024-09-21T01:00:00,cerrado,alta,1,177,321.11,La Libertad,Trujillo,Victor Larco,-16.594172,-73.525449,user5068@mail.com,995758290
REQ-1133,CI-460,OF-004,email,consulta,tributos,arbitrios,2024-12-12T00:00:00,2024-12-20T04:00:00,abierto,media,4,203,224.38,Lima,Lima,Miraflores,-15.515566,-72.845334,user5141@mail.com,987283822
REQ-1134,CI-366,OF-002,web,consulta,salud,citas,2024-08-03T03:00:00,2024-08-03T07:00:00,cerrado,media,4,212,235.76,Lima,Lima,Miraflores,-16.695958,-76.671692,user_at_mail.com,948649601
REQ-1135,CI-921,OF-005,web,queja,servicios,luz,2024-05-31T19:00:00,2024-06-04T21:00:00,en_proceso,baja,3,34,338.82,Arequipa,Arequipa,Cayma,-17.924463,-76.88565,user2784@mail.com,977611740
REQ-1136,CI-218,OF-004,whatsapp,solicitud,tributos,arbitrios,2024-07-28T15:00:00,2024-08-02T13:00:00,en_proceso,alta,2,32,122.36,Lima,Lima,San Isidro,-12.38324,-76.874105,user2758@mail.com,978281626
REQ-1137,CI-916,OF-005,presencial,reclamo,servicios,agua,2024-10-21T09:00:00,2024-10-24T20:00:00,cerrado,media,0,155,133.49,Cusco,Cusco,Wanchaq,-16.490402,-76.339279,user6536@mail.com,921970652
REQ-1138,CI-637,OF-001,callcenter,solicitud,transporte,baches,2023-03-23T15:00:00,2023-03-26T20:00:00,abierto,baja,3,216,87.03,Cusco,Cusco,Wanchaq,,-190.654321,user1254@mail.com,916052535
REQ-1139,CI-808,OF-004,email,solicitud,tributos,arbitrios,2024-09-25T19:00:00,2024-09-29T16:00:00,cerrado,,4,206,105.93,Lima,Lima,San Isidro,-17.294737,-76.782781,user261@mail.com,abc123
REQ-1140,CI-705,OF-005,app,reclamo,servicios,limpieza,2023-03-04T16:00:00,2023-03-04T21:00:00,en_proceso,baja,1,800,312.51,Cusco,Cusco,Wanchaq,-12.242758,-77.447533,user5682@mail.com,970173215
REQ-1141,CI-118,OF-003,callcenter,consulta,seguridad,ruidos,2023-06-12T05:00:00,2023-06-21T01:00:00,cerrado,media,1,87,150.72,Arequipa,Arequipa,Cayma,-16.681175,-73.442167,user7969@mail.com,944604301
REQ-1142,CI-225,OF-002,app,solicitud,salud,citas,2023-09-09T15:00:00,2023-09-13T07:00:00,en_proceso,baja,3,96,250.32,Cusco,Cusco,Wanchaq,-15.783689,-72.515043,user2484@mail.com,abc123
REQ-1143,CI-452,OF-001,callcenter,reclamo,transporte,rutas,2024-02-18T14:00:00,2024-02-25T11:00:00,abierto,media,5,167,154.75,Lima,Lima,Surco,,-71.465932,user6628@mail.com,936480587
REQ-1144,CI-695,OF-005,email,reclamo,servicios,luz,2023-11-03T09:00:00,2023-11-10T12:00:00,cerrado,media,2,183,132.18,La Libertad,Trujillo,Victor Larco,-16.540857,-75.549377,user9542@mail.com,935844329
REQ-1145,CI-478,OF-001,email,solicitud,transporte,desconocido,2023-05-04T11:00:00,2023-05-10T14:00:00,en_proceso,media,1,96,106.72,Lima,Lima,Surco,-16.168157,-74.12667,user2341@mail.com,929077681
REQ-1146,CI-384,OF-001,presencial,queja,otra,rutas,2024-10-07T22:00:00,2024-10-11T06:00:00,en_proceso,baja,5,22,67.35,Arequipa,Arequipa,Cayma,-14.56971,-71.681464,user9343@mail.com,980028608
REQ-1147,CI-127,OF-001,callcenter,solicitud,transporte,semaforos,2023-11-24T04:00:00,2023-11-28T14:00:00,cerrado,baja,1,,70.9,Arequipa,Arequipa,Cayma,,-74.063185,user8265@mail.com,961680358
REQ-1148,CI-959,OF-004,callcenter,reclamo,tributos,,,2024-06-06T21:00:00,abierto,media,1,77,31.4,La Libertad,Trujillo,Victor Larco,-17.376054,-77.243148,user9118@mail.com,947508257
REQ-1149,CI-932,OF-004,email,consulta,tributos,arbitrios,2023-07-01T22:00:00,2023-07-02T01:00:00,abierto,baja,2,114,3.28,La Libertad,Trujillo,Victor Larco,-18.067463,-75.96979,user5863@mail.com,935704262
REQ-1150,CI-645,OF-005,callcenter,solicitud,servicios,desconocido,2024-03-13T20:00:00,2024-03-21T01:00:00,cerrado,baja,3,111,295.52,Cusco,Cusco,Wanchaq,-16.363962,-72.378439,user7645@mail.com,abc123
REQ-1151,CI-894,OF-999,email,solicitud,servicios,agua,2024-10-02T14:00:00,2024-10-08T19:00:00,abierto,critica,1,97,109.65,La Libertad,Trujillo,Victor Larco,-17.764311,-77.352178,user7241@mail.com,917353632
REQ-1152,CI-348,OF-002,web,queja,salud,citas,2023-11-16T18:00:00,2023-11-21T10:00:00,en_proceso,media,3,80,-50.0,,Arequipa,Cayma,-13.004179,-77.173318,user5058@mail.com,990977513
REQ-1153,CI-439,OF-004,presencial,solicitud,tributos,predial,2023-01-07T11:00:00,2023-01-07T14:00:00,abierto,baja,1,37,101.7,Lima,Lima,San Isidro,-13.970058,-70.285621,user5897@mail.com,915892805
REQ-1154,CI-539,OF-002,web,reclamo,salud,abastecimiento,2023-10-29T04:00:00,2023-11-01T16:00:00,abierto,media,3,224,44.26,Arequipa,Arequipa,Cayma,-11.711825,-70.527491,user3429@mail.com,920926356
REQ-1155,CI-142,OF-004,email,consulta,tributos,arbitrios,2024-04-06T14:00:00,2024-04-11T05:00:00,en_proceso,alta,3,70,133.83,Lima,Lima,San Isidro,,-76.109376,user1244@mail.com,958196637
REQ-1156,CI-986,OF-004,presencial,reclamo,tributos,multas,2023-08-03T15:00:00,2023-08-06T03:00:00,en_proceso,alta,4,185,285.04,Lima,Lima,Surco,-12.89417,-190.654321,user3078@mail.com,967551618
REQ-1157,CI-562,OF-003,web,reclamo,seguridad,patrullaje,2024-11-22T17:00:00,2024-11-24T15:00:00,cerrrado,media,4,7,65.34,Lima,Lima,Miraflores,-12.093986,-75.026953,user3374@mail.com,941278022
REQ-1158,CI-573,OF-005,web,queja,servicios,luz,2024-10-23T14:00:00,2024-10-27T07:00:00,cerrado,media,3,101,214.56,Lima,Lima,San Isidro,-15.419147,-76.883797,user7080@mail.com,971448654
REQ-1159,CI-356,OF-001,presencial,consulta,transporte,desconocido,2024-04-20T15:00:00,2024-04-25T14:00:00,abierto,media,2,183,332.51,Lima,Lima,San Isidro,,-75.987723,,932896080
REQ-1160,CI-796,OF-001,presencial,queja,transporte,rutas,2023-06-21T23:00:00,2023-06-23T18:00:00,abierto,media,3,83,196.72,Lima,Lima,San Isidro,-14.014689,-70.091054,user6473@mail.com,967429121
REQ-1161,CI-593,OF-001,callcenter,queja,transporte,rutas,2024-08-22T14:00:00,2024-08-26T16:00:00,en_proceso,media,5,151,246.62,Lima,Lima,Miraflores,-16.64154,-72.952862,user2033@mail.com,951452961
REQ-1162,CI-287,OF-004,web,queja,tributos,arbitrios,2023-03-13T06:00:00,2023-03-13T20:00:00,cerrado,baja,2,33,32.12,Arequipa,Arequipa,Cayma,-14.522724,-71.342902,user3349@mail.com,941717008
REQ-1163,CI-675,OF-005,app,queja,servicios,luz,2023-05-20T22:00:00,2023-05-25T23:00:00,abierto,alta,1,4,301.58,La Libertad,Trujillo,Victor Larco,-13.340186,-74.076917,user6813@mail.com,962968985
REQ-1164,CI-778,OF-002,web,queja,,citas,2024-10-21T22:00:00,2024-10-31T17:00:00,en_proceso,media,1,133,318.48,Cusco,Cusco,Wanchaq,-17.088982,-74.658157,user4952@mail.com,977195678
REQ-1165,CI-287,OF-002,callcenter,solicitud,salud,vacunas,2024-10-03T19:00:00,2024-10-04T23:00:00,cerrrado,baja,3,22,99999.99,Lima,Lima,Surco,-17.769442,-190.654321,user3847@mail.com,974142265
REQ-1166,CI-934,OF-002,callcenter,solicitud,salud,abastecimiento,2024-12-03T21:00:00,2024-12-13T04:00:00,en_proceso,media,2,1,345.16,Lima,Lima,Surco,-18.088577,-75.258149,user750@mail.com,953691252
REQ-1167,CI-208,OF-004,web,reclamo,tributos,arbitrios,2024-01-28T08:00:00,2024-01-30T17:00:00,cerrado,media,,171,47.51,Arequipa,Arequipa,Cayma,-13.955227,-74.072371,user5453@mail.com,940038761
REQ-1168,CI-716,OF-005,presencial,queja,servicios,luz,2023-01-10T17:00:00,2023-01-19T20:00:00,en_proceso,baja,3,215,76.62,La Libertad,Trujillo,Victor Larco,-15.146244,-73.086811,user2390@mail.com,999301859
REQ-1169,CI-500,OF-004,web,consulta,tributos,arbitrios,2024-12-14T06:00:00,2024-12-21T18:00:00,cerrado,baja,2,83,263.29,Arequipa,Arequipa,Cayma,-12.398769,-78.01289,user4982@mail.com,971408972
REQ-1170,CI-863,OF-004,web,solicitud,tributos,multas,2024-01-27T08:00:00,2024-02-03T02:00:00,cerrado,baja,1,30,28.92,Cusco,Cusco,Wanchaq,-13.902558,-70.323694,,913090599
REQ-1171,CI-421,OF-001,web,reclamo,transporte,rutas,2023-07-31T20:00:00,2023-08-02T14:00:00,abierto,baja,1,22,342.97,Arequipa,Arequipa,Cayma,-16.199528,-69.803515,user2812@mail.com,966780987
REQ-1172,CI-792,OF-004,presencial,reclamo,tributos,predial,2024-10-06T23:00:00,2024-10-09T20:00:00,anulado,media,2,183,130.25,La Libertad,Trujillo,Victor Larco,-13.859934,-73.897153,user2688@mail.com,966329364
REQ-1173,CI-425,OF-004,presencial,consulta,tributos,multas,2024-11-25T17:00:00,2024-12-01T15:00:00,en_proceso,alta,4,152,44.65,Lima,Lima,Miraflores,-13.599389,-72.080996,user2071@mail.com,929148862
REQ-1174,CI-534,OF-005,presencial,solicitud,servicios,luz,2024-06-11T21:00:00,2024-06-19T03:00:00,cerrado,media,4,4,215.7,La Libertad,Trujillo,Victor Larco,-18.151155,-74.67519,user8755@mail.com,956313253
REQ-1175,CI-758,OF-005,web,solicitud,servicios,limpieza,2024-05-14T01:00:00,2024-05-17T21:00:00,abierto,media,3,91,37.51,Lima,Lima,Surco,-12.235685,-76.824581,user5809@mail.com,911189670
REQ-1176,CI-531,OF-004,email,solicitud,tributos,multas,2023-05-11T10:00:00,2023-05-19T11:00:00,cerrado,alta,5,186,323.25,Cusco,Cusco,Wanchaq,-17.319502,-69.880893,user347@mail.com,926928020
REQ-1177,CI-249,OF-004,web,reclamo,tributos,desconocido,2023-02-22T12:00:00,2023-02-26T21:00:00,en_proceso,media,2,57,117.66,Cusco,Cusco,Wanchaq,-17.788957,-74.656345,user847@mail.com,950841111
REQ-1178,CI-142,OF-005,presencial,reclamo,servicios,limpieza,2024-04-01T03:00:00,2024-04-01T23:00:00,cerrado,media,3,186,165.97,Lima,Lima,San Isidro,-14.625164,-77.116949,user2095@mail.com,935730441
REQ-1179,CI-103,OF-002,email,reclamo,salud,abastecimiento,2024-12-14T00:00:00,2024-12-23T10:00:00,cerrado,media,5,182,,Lima,Lima,Surco,-16.167152,,user4400@mail.com,984108442
REQ-1180,CI-899,OF-005,web,solicitud,servicios,limpieza,2023-09-21T20:00:00,2023-09-28T15:00:00,cerrado,baja,4,57,,Lima,Lima,San Isidro,,-71.230403,user6480@mail.com,930889845
REQ-1181,CI-888,,callcenter,reclamo,transporte,rutas,2024-09-06T00:00:00,2024-09-14T11:00:00,anulado,critica,1,139,257.65,Lima,Lima,Surco,-12.486775,-77.735313,user2282@mail.com,974481609
REQ-1182,CI-186,OF-001,email,reclamo,otra,semaforos,2024-03-14T16:00:00,2024-03-18T06:00:00,en_proceso,media,2,229,233.55,Lima,Lima,Surco,-14.01412,-75.91695,user1703@mail.com,946385523
REQ-1183,CI-646,OF-004,email,reclamo,tributos,arbitrios,2023-03-27T18:00:00,2023-04-04T10:00:00,en_proceso,media,2,180,30.54,Lima,Lima,Surco,-18.180797,-69.554852,user282@mail.com,958640295
REQ-1184,CI-253,OF-002,app,reclamo,salud,abastecimiento,2024-06-24T22:00:00,2024-06-28T03:00:00,en_proceso,media,4,201,99999.99,Lima,Lima,Miraflores,-16.278647,-77.097014,user527@mail.com,991090807
REQ-1185,CI-717,OF-003,web,reclamo,otra,iluminacion,2023-06-16T17:00:00,2023-06-17T21:00:00,abierto,media,3,49,193.09,La Libertad,Trujillo,Victor Larco,-11.974347,-76.336984,user1394@mail.com,986520583
REQ-1186,CI-887,OF-002,email,consulta,salud,vacunas,2023-05-15T10:00:00,2023-05-18T13:00:00,cerrrado,alta,4,11,311.74,La Libertad,Trujillo,Victor Larco,-15.60285,-76.620614,user9944@mail.com,920066099
REQ-1187,CI-624,OF-005,callcenter,consulta,servicios,agua,2024-11-29T13:00:00,2024-12-04T23:00:00,en_proceso,alta,1,159,342.1,Lima,Lima,Miraflores,-13.235015,-76.296649,user9189@mail.com,911066084
REQ-1188,CI-927,OF-003,app,solicitud,seguridad,patrullaje,2023-02-25T06:00:00,,abierto,alta,4,70,88.22,Lima,Lima,San Isidro,-17.639938,-77.876669,user6637@mail.com,920966811
REQ-1189,CI-569,OF-999,app,consulta,salud,citas,2024-11-21T13:00:00,2024-11-24T09:00:00,en_proceso,baja,4,214,300.04,La Libertad,Trujillo,Victor Larco,-15.189498,-69.774882,user_at_mail.com,914897064
REQ-1190,CI-390,OF-005,web,queja,servicios,agua,2023-04-02T20:00:00,2023-04-03T01:00:00,cerrado,media,,192,263.1,Arequipa,Arequipa,Cayma,-17.531996,-74.50307,user9523@mail.com,914380267
REQ-1191,CI-685,OF-004,presencial,solicitud,tributos,predial,2024-09-23T20:00:00,2024-09-28T01:00:00,cerrado,alta,5,110,45.1,La Libertad,Trujillo,Victor Larco,-15.584242,-71.946986,user6605@mail.com,952698007
REQ-1192,CI-888,OF-003,web,consulta,seguridad,patrullaje,2023-05-28T20:00:00,2023-05-29T02:00:00,cerrado,media,1,29,160.69,Arequipa,Arequipa,Cayma,-17.378015,-77.223482,user4293@mail.com,934243439
REQ-1193,CI-987,OF-003,web,reclamo,seguridad,patrullaje,2023-12-02T04:00:00,2023-12-04T13:00:00,abierto,media,2,69,95.78,Lima,Lima,San Isidro,-11.813363,-75.36302,user9036@mail.com,997499829
REQ-1194,CI-760,OF-005,callcenter,solicitud,servicios,agua,2023-04-28T05:00:00,2023-05-06T21:00:00,en_proceso,alta,9,800,25.42,La Libertad,Trujillo,Victor Larco,-15.709876,,user5152@mail.com,926415312
REQ-1195,CI-104,OF-004,callcenter,reclamo,tributos,arbitrios,2023-02-07T17:00:00,2023-02-17T13:00:00,en_proceso,baja,,18,164.46,Cusco,Cusco,Wanchaq,-13.3542,-76.027938,user5666@mail.com,963733308
REQ-1196,CI-488,OF-003,presencial,reclamo,seguridad,ruidos,2024-04-16T03:00:00,2024-04-17T12:00:00,en_proceso,baja,5,228,297.55,Cusco,Cusco,Wanchaq,-13.932746,-72.485883,user8549@mail.com,980811787
REQ-1197,CI-494,OF-004,email,reclamo,tributos,arbitrios,2023-07-12T02:00:00,2023-07-15T02:00:00,en_proceso,media,5,166,99999.99,Cusco,Cusco,Wanchaq,-12.329485,-71.794766,user3942@mail.com,912226394
REQ-1198,CI-514,OF-004,app,queja,,predial,2024-12-09T08:00:00,,abierto,alta,3,,100.8,Arequipa,Arequipa,Cayma,-16.270543,-78.472038,user3033@mail.com,977543749
REQ-1199,CI-443,OF-004,app,consulta,tributos,multas,2023-09-21T21:00:00,2023-09-20T18:00:00,en_proceso,media,3,78,248.56,Arequipa,Arequipa,Cayma,-13.010674,-70.787395,user9761@mail.com,975009006
REQ-1200,CI-543,OF-004,email,consulta,tributos,desconocido,2023-04-23T00:00:00,2023-04-28T08:00:00,cerrado,baja,2,134,338.34,Arequipa,Arequipa,Cayma,-14.460456,-77.036539,user7977@mail.com,948689596
REQ-1201,CI-277,OF-005,app,consulta,servicios,limpieza,2023-05-23T21:00:00,2023-06-01T02:00:00,abierto,baja,5,52,105.37,Lima,Lima,Miraflores,-16.207861,-70.155932,user7556@mail.com,983260153
REQ-1202,CI-376,OF-001,callcenter,queja,transporte,baches,2024-08-02T15:00:00,2024-08-10T00:00:00,en_proceso,baja,5,173,178.79,La Libertad,Trujillo,Victor Larco,120.123456,-76.65442,user2362@mail.com,985436973
REQ-1203,CI-862,,presencial,reclamo,salud,vacunas,2024-05-06T09:00:00,2024-05-09T12:00:00,cerrado,critica,4,95,233.69,Cusco,Cusco,Wanchaq,-15.615001,-71.301303,user7602@mail.com,965954896
REQ-1204,CI-959,OF-004,app,solicitud,tributos,multas,2024-11-05T05:00:00,2024-11-11T09:00:00,cerrado,media,5,67,-50.0,Lima,Lima,Surco,-14.254691,-73.273478,user9577@mail.com,992876094
REQ-1205,CI-795,OF-003,presencial,reclamo,seguridad,ruidos,2023-06-15T13:00:00,2023-06-24T06:00:00,en_proceso,alta,1,150,8.49,La Libertad,Trujillo,Victor Larco,-17.555419,-78.200847,user2303@mail.com,910702802
REQ-1206,CI-394,OF-001,email,reclamo,transporte,rutas,2024-09-17T16:00:00,2024-09-21T00:00:00,en_proceso,baja,1,150,164.84,Lima,Lima,Surco,-13.823346,-78.209527,user6905@mail.com,945014869
REQ-1207,,OF-002,email,solicitud,salud,abastecimiento,2024-12-01T23:00:00,2024-12-02T04:00:00,en_proceso,baja,4,179,43.83,La Libertad,Trujillo,Victor Larco,-15.340215,-77.260066,user7176@mail.com,925836692
REQ-1208,CI-979,OF-002,app,consulta,salud,vacunas,2024-07-18T09:00:00,2024-07-27T16:00:00,cerrado,media,,82,244.22,Arequipa,Arequipa,Cayma,-17.500666,-75.380281,user6732@mail.com,993466217
REQ-1209,CI-126,OF-005,callcenter,consulta,servicios,limpieza,2023-08-10T00:00:00,2023-08-13T16:00:00,cerrado,media,4,201,255.23,La Libertad,Trujillo,Victor Larco,-13.158915,-71.23343,user9066@mail.com,
REQ-1210,CI-109,OF-004,web,consulta,tributos,arbitrios,2024-10-15T17:00:00,2024-10-18T01:00:00,en_proceso,media,1,71,313.97,Arequipa,Arequipa,Cayma,-16.096022,-77.923609,user2946@mail.com,944629107
REQ-1211,CI-996,OF-003,presencial,queja,seguridad,iluminacion,2024-09-13T11:00:00,2024-09-17T01:00:00,anulado,alta,3,121,-50.0,Lima,Lima,Surco,-14.03316,-77.057185,user731@mail.com,949040263
REQ-1212,CI-348,OF-003,presencial,solicitud,seguridad,iluminacion,2023-04-29T22:00:00,2023-05-02T12:00:00,en_proceso,critica,4,93,27.89,Arequipa,Arequipa,Cayma,-14.812189,-70.26828,user7933@mail.com,991231063
REQ-1213,CI-642,OF-004,app,consulta,tributos,predial,2024-02-16T22:00:00,2024-02-22T21:00:00,abierto,baja,3,230,288.65,Lima,Lima,Surco,-14.237097,-72.950334,user742@mail.com,919898898
REQ-1214,CI-246,OF-001,presencial,solicitud,transporte,rutas,2023-10-12T18:00:00,2023-10-22T04:00:00,cerrado,baja,3,43,41.49,Lima,Lima,Surco,-14.939541,-76.4873,user2775@mail.com,948718971
REQ-1215,CI-462,OF-001,presencial,queja,transporte,baches,2023-06-10T16:00:00,2023-06-14T06:00:00,en_proceso,media,5,173,271.97,La Libertad,Trujillo,Victor Larco,-13.590818,-70.469547,user629@mail.com,968166960
REQ-1216,CI-643,OF-002,callcenter,reclamo,salud,vacunas,2024-11-15T15:00:00,2024-11-20T21:00:00,cerrado,baja,3,140,168.34,Lima,Lima,Miraflores,-16.733165,-69.833729,user4707@mail.com,966316956
REQ-1217,CI-270,OF-005,presencial,queja,servicios,limpieza,2024-09-17T10:00:00,2024-09-18T20:00:00,cerrado,baja,1,206,132.72,La Libertad,Trujillo,Victor Larco,-15.96697,-75.325694,user9059@mail.com,918518098
REQ-1218,CI-839,OF-004,web,queja,tributos,multas,2024-07-08T19:00:00,2024-07-18T15:00:00,abierto,media,4,50,291.02,Lima,Lima,Surco,-12.942029,-74.673626,user384@mail.com,950554420
REQ-1219,CI-244,OF-004,email,solicitud,tributos,multas,2024-08-03T07:00:00,2024-08-03T23:00:00,cerrado,baja,3,190,118.25,Lima,Lima,San Isidro,,-72.299022,user9810@mail.com,964564107
REQ-1220,CI-792,OF-999,email,consulta,seguridad,ruidos,2024-01-16T18:00:00,2024-01-23T17:00:00,abierto,baja,,206,214.9,La Libertad,Trujillo,Victor Larco,-15.712603,-73.05934,user7736@mail.com,972126724
REQ-1221,CI-756,OF-002,web,reclamo,salud,citas,2023-08-10T08:00:00,2023-08-12T06:00:00,en_proceso,baja,5,151,225.69,Cusco,Cusco,Wanchaq,-15.987927,-71.552192,user9703@mail.com,991171554
REQ-1222,CI-828,OF-002,app,solicitud,salud,desconocido,2024-12-12T08:00:00,2024-12-19T16:00:00,abierto,alta,3,46,8.85,Lima,Lima,Surco,-12.469006,-71.563297,user_at_mail.com,966918776
REQ-1223,CI-926,OF-001,whatsapp,consulta,transporte,semaforos,2024-09-19T22:00:00,2024-09-21T14:00:00,cerrado,baja,2,22,146.85,Lima,Lima,Miraflores,,-72.762697,user1022@mail.com,952176116
REQ-1224,CI-681,OF-001,email,solicitud,transporte,semaforos,2023-04-30T02:00:00,2023-05-02T01:00:00,cerrado,baja,5,161,338.02,Lima,Lima,San Isidro,-12.915464,-76.542267,user6137@mail.com,971787010
REQ-1225,CI-455,OF-003,presencial,consulta,seguridad,ruidos,2024-05-30T17:00:00,2024-06-08T14:00:00,cerrado,baja,5,198,73.75,Lima,Lima,San Isidro,-15.066489,-78.216968,user1890@mail.com,abc123
REQ-1226,CI-881,OF-005,web,solicitud,servicios,luz,2023-10-03T18:00:00,2023-10-08T01:00:00,en_proceso,baja,2,237,105.2,Arequipa,Arequipa,Cayma,-11.732921,-70.014383,user_at_mail.com,986234095
REQ-1227,CI-881,OF-002,app,consulta,salud,vacunas,2024-11-21T23:00:00,2024-12-01T07:00:00,en_proceso,baja,1,89,170.91,La Libertad,Trujillo,Victor Larco,,-78.257934,user9971@mail.com,933912234
REQ-1228,CI-565,OF-001,app,solicitud,transporte,desconocido,2023-02-25T09:00:00,2023-03-01T22:00:00,en_proceso,media,5,207,280.85,Cusco,Cusco,Wanchaq,-14.836187,-71.470968,user5490@mail.com,981809727
REQ-1229,CI-644,OF-004,presencial,reclamo,tributos,predial,2024-07-01T03:00:00,2024-07-02T12:00:00,cerrado,media,4,229,96.14,Cusco,Cusco,Wanchaq,-13.583754,-76.303094,user8578@mail.com,986379051
REQ-1230,CI-383,OF-005,web,solicitud,servicios,agua,2024-11-25T09:00:00,2024-11-28T07:00:00,abierto,baja,4,800,45.42,Lima,Lima,Surco,-15.101644,-71.387676,user5213@mail.com,923038943
REQ-1231,CI-259,OF-005,email,reclamo,servicios,limpieza,2023-12-27T18:00:00,2024-01-01T09:00:00,en_proceso,alta,3,143,260.42,Lima,Lima,San Isidro,-15.685595,,user6201@mail.com,991486500
REQ-1232,CI-771,OF-002,web,solicitud,salud,abastecimiento,2024-10-30T13:00:00,2024-11-04T01:00:00,en_proceso,media,5,58,48.5,Arequipa,Arequipa,Cayma,-14.82748,-77.775448,user9349@mail.com,964864887
REQ-1233,CI-263,OF-002,app,queja,salud,citas,2023-02-03T21:00:00,2023-02-11T03:00:00,en_proceso,media,4,221,134.86,Cusco,Cusco,Wanchaq,-11.784249,-70.549787,user8804@mail.com,926237925
REQ-1234,CI-450,OF-003,app,consulta,seguridad,iluminacion,2024-12-17T08:00:00,2024-12-23T10:00:00,en_proceso,baja,2,38,182.62,Lima,Lima,Miraflores,-16.719156,-75.16234,user5943@mail.com,949086658
REQ-1235,CI-488,OF-001,web,consulta,transporte,semaforos,2023-11-13T06:00:00,2023-11-15T16:00:00,abierto,media,1,167,68.93,Cusco,Cusco,Wanchaq,-15.122545,-70.285677,user200@mail.com,980345971
REQ-1236,CI-879,OF-005,app,solicitud,servicios,agua,2024-07-03T01:00:00,2024-07-06T11:00:00,cerrado,baja,4,30,154.66,Cusco,Cusco,Wanchaq,-16.877445,-73.61868,user3523@mail.com,abc123
REQ-1237,CI-542,OF-003,web,solicitud,seguridad,iluminacion,2024-10-15T21:00:00,2024-10-21T15:00:00,cerrado,baja,1,196,81.13,Lima,Lima,Surco,-14.838076,-75.619857,user8691@mail.com,973334076
REQ-1238,CI-567,OF-003,web,reclamo,seguridad,patrullaje,2024-11-08T22:00:00,2024-11-11T16:00:00,en_proceso,baja,3,110,276.82,Lima,Lima,Surco,-14.460943,-71.848847,user3523@mail.com,992886941
REQ-1239,CI-686,OF-005,callcenter,consulta,servicios,limpieza,2023-01-23T04:00:00,2023-01-31T10:00:00,cerrado,alta,3,219,126.43,Cusco,Cusco,Wanchaq,-13.19327,-76.566685,user5264@mail.com,972857705
REQ-1240,CI-765,OF-002,web,solicitud,salud,vacunas,2024-04-21T14:00:00,2024-05-01T02:00:00,cerrrado,media,3,19,63.59,Arequipa,Arequipa,Cayma,-15.923275,-73.750574,user7085@mail.com,912883470
REQ-1241,CI-338,OF-002,callcenter,queja,salud,,2024-03-26T03:00:00,2024-04-04T01:00:00,cerrado,baja,2,98,17.23,Cusco,Cusco,Wanchaq,-15.525506,-76.64931,user6235@mail.com,989217610
REQ-1242,CI-381,OF-003,web,reclamo,seguridad,patrullaje,2023-07-01T18:00:00,2023-07-01T21:00:00,abierto,baja,4,196,13.65,Arequipa,Arequipa,Cayma,-12.824052,-70.702894,user4802@mail.com,abc123
